,artist,album,release_date,track_name,track_id,album_popularity,label,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,popularity,disc_number,track_number,album_id,album_type
0,Oaktown's 3.5.7,Wild & Loose,2005-01-01,Juicy Gotcha Krazy,44ITnrJGmworH1pes1UpTK,19,Bringemback Records,0.883,0.701,1,-5.759,1,0.159,0,0.141,0.595,126.252,263693,4,False,21.0,1.0,7.0,7E9HbLKsscEa9drEBbtW7w,album
1,1 Cause 1 Effect,Drop the Axe,2005-08-23,The 90's Are Stompin,5vnEsH576figM8HAoueTBv,1,Bringemback Records,0.927,0.986,5,-6.719,0,0.102,0.00965,0.287,0.607,127.636,252120,4,False,0.0,1.0,4.0,28tbBGEvo0CLdr6IwoWdjd,album
2,Various Artists,Vision Records Booty Bass Disc 10,2005-09-13,Pump Up The Funk,5pgTCmQK4rfKRuJQ4hPCX0,3,Vision Records,0.896,0.724,4,-9.548,0,0.103,8.88e-06,0.0285,0.344,113.967,249107,4,False,4.0,1.0,4.0,6LqNnPCHiz6e9PNEjWHhdJ,compilation
3,Technotronic,Best Of,2011-01-01,Spin That Wheel - First Feel Mix,0sAt5clOC0mNTup5FsjDJE,61,ARS Entertainment N.V.,0.809,0.931,5,-7.101,1,0.0716,1.97e-05,0.0748,0.962,128.294,220360,4,False,28.0,1.0,15.0,5uuAdNhG4ruMYRFPVCW8gL,compilation
4,M.C. Luscious,Boom!,1992-01-22,Boom I Got Your Boyfriend,2NKLffvl6LvcJCCA5MG17d,0,Avenue Distribution,0.937,0.592,2,-14.012,1,0.173,2.51e-05,0.064,0.618,129.843,267533,4,False,0.0,1.0,1.0,0ubRyCTqqcLcNiXSTKwDTR,album
5,Neneh Cherry,Raw Like Sushi,1989-01-01,Buffalo Stance,3XWgwgbWDI56mf1Wl3cLzb,49,Circa,0.708,0.627,1,-11.155,1,0.0614,3.13e-05,0.338,0.764,107.246,342360,4,False,53.0,1.0,1.0,2AyJzvREOnlnYhaBzF1Kxp,album
6,Betty Boo,Boomania,1990-04-02,('til My Last Breath) Doin' It To Def,0R2YqGyXGh9vxIS4PGfGWL,34,Sony BMG Music UK,0.768,0.917,1,-7.553,1,0.0426,0.118,0.152,0.769,121.139,284747,4,False,6.0,1.0,8.0,6945nocZM0gGU8U9IG0gzp,album
7,Def Dames Dope,"It's OK, All Right",1992,"Its OK, All Right",1LPzM88DwcemhiBr70m5Ez,7,Game Records,0.805,0.881,6,-10.583,1,0.0381,4.15e-05,0.04,0.971,126.984,238053,4,False,2.0,1.0,2.0,3d7J74RCUET6RcsLoxHZgC,single
8,H.W.A.,Livin' in a Hoe House,1990,Funk Me,7hkMSnpnvBndAFqzaJdaM3,8,Quality,0.912,0.785,7,-8.237,1,0.131,0.000926,0.17,0.646,109.503,239173,4,True,4.0,1.0,2.0,4FiJFxrZJwHVtjwYVV8sYO,album
9,Various Artists,"The Best of Vintage Hip-Hop: The Lost Tapes Series, Vol. 2",2019-12-06,We Bad Girls,6Rk8cyrhzG99J84xVP3PlL,3,Music Of The Sea,0.834,0.819,6,-5.157,1,0.329,0,0.0723,0.883,92.004,220709,4,True,6.0,1.0,19.0,4ewgiLLXKpB64NNduHZF8r,compilation
10,Lorenzo Smith,Lorenzo (Digitally Remastered),2012-11-13,I Can't Believe It,5E86bv1h3ofbYOpYcdInW6,18,Essential Media Group,0.673,0.868,10,-8.032,0,0.0489,7.52e-06,0.291,0.903,115.224,248564,4,False,2.0,1.0,7.0,2yTq4CVMOoSWZJFTpyhWr3,album
11,Various Artists,Rapmania: The Roots Of Rap,2003-08-12,Wanna Make You Mine,2qvSNpKAGeJzxQT5QWY1p2,21,X-Ray,0.644,0.955,10,-4.425,0,0.119,0,0.694,0.569,116.135,287933,4,False,8.0,2.0,1.0,29vHf9KxRaZivjC4JJDs4p,compilation
12,Various Artists,Marked For Death (Original Motion Picture Soundtrack),1990-01-01,Ya Get's None,4ElfqMvvcTniRo1uJWWu9Y,41,The Bicycle Music Company,0.777,0.691,9,-11.894,1,0.27,3.69e-06,0.0555,0.904,152.66,309093,4,False,3.0,1.0,9.0,2vWg5H7yPW7oYfosL0AFil,compilation
13,Tairrie B.,The Power Of A Woman,1990-01-01,Murder She Wrote,6a9SxJbk9l2Q2mNEUIDUWz,10,Geffen*,0.829,0.859,11,-8.301,1,0.189,0.000311,0.166,0.407,115.36,196000,4,True,9.0,1.0,6.0,3gZAa2iWUFR6vaORvfkAw6,album
14,Yo-Yo,Make Way For The Motherlode,1991,Girl Don't Be No Fool,33tC3b7xKO1GtbFm89Vs8U,28,Rhino/Elektra,0.802,0.733,7,-7.29,1,0.209,1.41e-06,0.318,0.642,100.583,280440,4,False,7.0,1.0,13.0,0mSz5kMqndsfPQ0i0XoKEl,album
