,artist,album,release_date,track_name,track_id,album_popularity,label,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,popularity,disc_number,track_number,album_id,album_type
0,Tay-K,TRAPMAN,2020-07-12,TRAPMAN,6mecZbKK3JDeMdFRNxsCV5,36,Tay-K,0.792,0.594,2,-8.544,1,0.3,0,0.244,0.351,82.512,232803,4,True,43.0,1.0,1.0,2J1hMj78HfdcMrmL2Sk6eR,single
1,Lil Wyte,Doubt Me Now,2003-03-04,Oxy Cotton,5PtMwNq8Dp31uYdGGacVJE,55,Hypnotize Minds Productions,0.816,0.578,9,-6.912,1,0.233,0,0.114,0.265,148.077,193920,4,True,61.0,1.0,11.0,2lwxcemR1muymEHNMblCpm,album
2,Kamelen,KINGPIN SLIM,2019-11-29,Kingpin O.G - Remix,6s8EhlBn2PIoESylkXnwYc,46,NMG/G-HUSET,0.649,0.798,0,-6.45,0,0.145,0,0.409,0.717,160.011,254390,4,True,23.0,1.0,11.0,6va2RTYO2ois7t88RN0LhJ,album
3,Waka Flocka Flame,Flockaveli,2010-10-01,Grove St. Party (feat. Kebo Gotti),2e9EZ2V5QGGZPMJacO3y0Y,71,Asylum/Warner Records,0.705,0.702,0,-4.783,0,0.108,0,0.364,0.771,140.059,250493,4,True,62.0,1.0,9.0,6MQtWELG7aRX7CkAzQ6nLM,album
4,Project Pat,Mista Don't Play: Everythangs Workin',2001-02-13,Don't Save Her (feat. Crunchy Black),3ZRd5Z0fiYtASLdEPPb16m,55,Hypnotize Minds Productions,0.838,0.793,11,-5.47,0,0.0773,1.49e-06,0.106,0.8,160.003,261933,4,True,45.0,1.0,5.0,4QzaueQPQa0lqrMmQoh4v0,album
5,Waka Flocka Flame,Flockaveli,2010-10-01,Hard in Da Paint,3XQY8kDjI8LARMIC9xkxQk,71,Asylum/Warner Records,0.611,0.66,11,-5.883,1,0.0839,0,0.365,0.583,71.544,246387,4,True,65.0,1.0,2.0,6MQtWELG7aRX7CkAzQ6nLM,album
6,Jeezy,Let's Get It: Thug Motivation 101,2005,Soul Survivor,0Ss50OU9tCozI7JIywkv14,66,Def Jam Recordings,0.682,0.483,10,-7.718,1,0.0451,0,0.159,0.108,84.012,280013,4,True,67.0,1.0,14.0,6hiOeC9YErltT6CnK4pfJN,album
7,Project Pat,Mista Don't Play: Everythangs Workin',2001-02-13,Chickenhead (feat. La Chat & Three 6 Mafia),4k5xJOxoJbMW5sdkZGOezj,55,Hypnotize Minds Productions,0.862,0.746,7,-5.729,1,0.259,0,0.142,0.882,156.12,255360,4,True,51.0,1.0,1.0,4QzaueQPQa0lqrMmQoh4v0,album
8,Lil Jon & The East Side Boyz,Crunkest Hits,2011-03-15,Throw It Up,0RGEQZt56cK8cxr2QdG4Ih,61,The Orchard,0.698,0.592,3,-3.197,1,0.093,0,0.331,0.106,145.977,372973,4,True,53.0,1.0,3.0,05jX3Kda6BmEpACV7unScz,album
9,Gucci Mane,The State vs. Radric Davis (Deluxe),2009-12-04,Lemonade,6rUcS9i07F6okIe8wujs5J,58,Asylum/Warner Records,0.741,0.658,7,-7.758,1,0.0853,3.43e-06,0.307,0.746,142.057,246013,4,True,61.0,1.0,6.0,0VeraxKSlJGusnOHYGOtWq,album
10,Mike Jones,Who Is Mike Jones?,2005-04-19,Still Tippin' (feat. Slim Thug and Paul Wall),59rtiYOPgMEDf3yPEfU2la,61,Warner Records,0.86,0.861,6,-7.131,0,0.307,4.07e-05,0.113,0.79,143.184,271053,4,True,64.0,1.0,4.0,1YU3MPIMY9rZOE899khVj2,album
11,Birdman,Like Father Like Son,2006-01-01,Stuntin' Like My Daddy - Street,3rMyMv8EjKXoPnaRo2hdJN,56,CM/Republic,0.71,0.881,5,-6.648,0,0.0398,0,0.162,0.809,160.011,267293,4,True,59.0,1.0,3.0,3DLSu5fxSIaG7Ph8G5YVBp,album
12,Lil' Troy,Sittin' Fat Down South,1998,Wanna Be A Baller,6lEIjrQNwJPecJ7mMXjhjo,58,Republic,0.871,0.648,10,-7.825,0,0.278,0,0.2,0.629,92.296,355067,4,True,64.0,1.0,4.0,2czjXveZPf9X2dutQGlh2r,album
13,Young Buck,Straight Outta Cashville,2004-01-01,Shorty Wanna Ride,6Y9kdB2O0h9gq9y2vclsWT,56,G-Unit Records,0.582,0.621,11,-6.183,0,0.283,0,0.111,0.331,179.458,261320,4,True,59.0,1.0,8.0,1E5TJXITJtczbSYmYR9LuQ,album
