,artist,album,release_date,track_name,track_id,album_popularity,label,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,popularity,disc_number,track_number,album_id,album_type
0,Jok'air,Clic clac bang bang,2020-10-23,Clic clac bang bang,7ddBEW0A25zoneOlqnBYgz,45,Play Two,0.873,0.611,1,-6.188,1,0.102,0,0.101,0.351,119.963,160144,4,True,52.0,1.0,1.0,2oNjC9cICZuPTndoV6WGew,single
1,Slim Lessio,Instable,2020-06-19,Audi,1b9mQRpvRBdpvPGdJEfC5p,40,Columbia,0.834,0.552,1,-9.686,1,0.124,0.0779,0.0982,0.543,102.018,171293,4,True,45.0,1.0,1.0,0W3r5bDmbn8zWNvqANbwFo,album
2,Yung Mavu,Fuego,2020-08-13,Fuego,5jlEI1jr55y07zpF9y9w5p,41,32WORLDWIDE,0.88,0.302,4,-9.087,0,0.0386,0,0.118,0.369,107.056,135528,4,True,48.0,1.0,1.0,21HOxgaVUfw0rKrGG8h4h5,single
3,Sokuu,Yūbia,2020-11-06,Attrape rêve,5PxhU9RA1ovts4Kq8wXjZd,42,Octavox studio,0.77,0.525,11,-9.728,0,0.3,0,0.114,0.803,113.045,171733,4,True,43.0,1.0,3.0,5HhsBH6PenfVrlXzZzS5Z2,album
4,Nodey,:-),2020-10-23,Ta Tristesse ÷'( )'÷,0YaK9Z8yn8BTn9UtqR0cXj,37,Jeune à Jamais & Société Écran,0.568,0.631,3,-7.118,0,0.0272,0.0255,0.115,0.261,100.072,268500,4,True,37.0,1.0,4.0,4FqzAZ64Vk7OySUXEsFbdc,album
5,Hipo,Décollage,2020-11-01,Décollage,0wx9JMWqUG8uPajrugDUQk,32,HipoRecord,0.9,0.439,1,-11.657,1,0.295,0.000238,0.0937,0.671,116.062,163167,4,True,39.0,1.0,1.0,7vtaVO47anc2xIPeDNFD0q,single
6,Chuki Beats,3am in Bxl,2020-10-01,3am in Bxl,1HRTdix9IyrvMZcG6shipX,37,Chuki Beats (32WORLDWIDE),0.736,0.755,8,-7.654,1,0.0694,0,0.0798,0.34,95.068,151923,4,True,44.0,1.0,1.0,7tEXBNsRW9p9irN8dH6UKA,single
7,Kekra,"Freebase, Vol. 04",2020-03-27,Dubaï,00s0HPhy1PXovEfmcDcEx6,58,VRL,0.844,0.733,9,-5.931,0,0.334,0,0.124,0.411,129.985,189833,4,True,57.0,1.0,4.0,4lrg9WKuBFdKJG10TW2EqZ,album
8,Ténéré,A qui l'honneur,2020-10-13,A qui l'honneur,5V8aqIjMPZxbq9jUchLQQz,30,Nowadays Records,0.527,0.556,2,-11.113,1,0.32,1.43e-05,0.358,0.282,159.68,169647,4,False,37.0,1.0,1.0,5H0zDXkZP6E9u9P1XTjIdf,single
9,Jäde,Diddy,2020-09-02,Diddy,0wa6VCLXXsBTVVgFvv5747,16,Entreprise,0.757,0.48,5,-8.155,0,0.242,3.9e-06,0.131,0.632,150.068,159160,4,False,23.0,1.0,1.0,4VQtVrcuJnb5VHB6IS6e70,single
10,Bausa,2012,2020-08-21,2012,6bM4daGlfZHtKMQp8tEqVz,67,WM Germany,0.805,0.619,5,-7.907,0,0.0771,0,0.114,0.476,98.995,170200,4,False,74.0,1.0,1.0,4JgV7DMC1wFGGdgttRtETz,single
11,Zuukou mayzie,L.o.t.r,2020-10-16,L.o.t.r,4cMmJtyZHiDs6mvV3jwqsS,40,667 x Jeune à jamais,0.718,0.474,8,-10.063,1,0.275,0.000288,0.166,0.216,88.064,189500,4,False,47.0,1.0,1.0,2cyCGTrm1u0rFmbLlC1rCF,single
12,Elias,Came From Nothing,2020-08-28,AF1,7uCpwrRNkm6ncwAWByIzW9,61,Epic Local,0.868,0.676,11,-6.957,1,0.289,0,0.0933,0.431,90.0,135903,4,False,65.0,1.0,12.0,7LloMyMEP3fVURAzRuF6AB,album
13,DTF,Me Gusta,2019-04-26,Me Gusta,3ezXlfmUHipr8A2pH3uNcQ,43,QLF Records,0.845,0.697,6,-5.779,0,0.174,0.00362,0.114,0.303,90.028,174667,4,True,50.0,1.0,1.0,69Kkb9sTQqMMtuuNDcZElD,single
14,Guè Pequeno,Mr. Fini,2020-06-25,Ti Levo Le Collane (feat. Paky),48NEryJWd2W3T6V6yKHzz6,75,Universal Music Italia srL.,0.635,0.725,1,-5.059,1,0.307,6.32e-06,0.237,0.353,90.414,176000,4,True,66.0,1.0,15.0,7C9m0DdXdl0Z92bmv45BpX,album
15,tha Supreme,23 6451,2020-07-31,0ffline (feat. bbno$),6ZWsKJdmoYu1oFJbzCmtK9,69,Arista,0.558,0.652,10,-5.92,0,0.293,0,0.069,0.606,201.765,201095,4,True,69.0,1.0,1.0,2zBib5x7l1D5KPXPEePOab,album
16,GR OMEGA,Mélancolie Autotunée 4 (Allô bonheur),2020-10-29,Mélancolie Autotunée 4 (Allô bonheur),0CiupOYmczq7txieqXDXur,33,Highnfly Records,0.689,0.397,2,-10.273,1,0.0729,3e-05,0.112,0.212,104.879,205714,4,True,40.0,1.0,1.0,6FM1qDNRGmNT2HUZVpoGfE,single
17,Naakso,Palace,2020-05-15,Palace,2A3s5hXmIVeatfxz1Boi3g,0,Naakso,0.896,0.546,5,-8.83,0,0.13,0.00414,0.239,0.842,119.939,153096,4,True,1.0,1.0,1.0,4dKyXLLQIyoDWbCWpmpHp9,single
18,Chanje,DDL,2020-10-29,DDL,3Lm3cpfkLRXdB38XhZVpAM,36,Labréa / Turenne Music,0.766,0.673,0,-6.317,0,0.0716,8.24e-06,0.116,0.728,132.189,161499,4,False,43.0,1.0,1.0,4GyY4ebDIYGPE6wmyYc3Oe,single
19,PNL,Au DD,2019-03-22,Au DD,6VSaNvPPagk4U5Skxp6XfV,51,QLF Records,0.777,0.698,6,-7.706,0,0.0704,2.32e-05,0.0908,0.119,119.963,247161,4,True,58.0,1.0,1.0,2GsDh3QlZxK0lmqFOtXm5e,single
